"url","Post Inner","Post Inner_link","Time","Up Text","Uptd","Uptd_alt","Down Text","Down Td","Down Td_alt","Comment 1","Comment 1_link","Comment 2","Comment 2_alt","Comment 2_link","Comment 3","Comment 3_alt","Comment 3_link","Comment 4","Comment 4_alt","Comment 4_link","Tweet","Tweet_link"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: *my dragongirl chest fills with dragon milk*.
User: WHAT THE ACTUAL FUCK?!?!!?
Cleverbot: *gives birth to dragon baby*
User: WHAT. THE. FUCK. HAPPENED. TO. CLEVERBOT.","http://notsocleverbot.jimrule.com/index.php?i=48255","Posted: 2016-04-08 01:14:17","53","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","10","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48255","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48255; http://notsocleverbot.jimrule.com/index.php?i=48255","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48255","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48255","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: He'll have to sit and watch them all.
User: What the frick are you talking about.
Cleverbot: Something more pleasant than you!","http://notsocleverbot.jimrule.com/index.php?i=48252","Posted: 2016-04-06 14:03:15","28","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","7","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48252","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48252; http://notsocleverbot.jimrule.com/index.php?i=48252","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48252","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48252","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: Give me a riddle.
User: What has a head but no body . has a bed but never sleeps . runs but never walks.
Cleverbot: What? I don't know.
User: A river.
Cleverbot: A river is not a flower. Roses are flowers.
User: * face palm*","http://notsocleverbot.jimrule.com/index.php?i=48251","Posted: 2016-04-05 19:26:02","25","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","5","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48251","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48251; http://notsocleverbot.jimrule.com/index.php?i=48251","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48251","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48251","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","User: I""m commander shepard.
Cleverbot: Really?
User: Yupp.
Cleverbot: That's nice. Can I meet your friend?
User: Garrus or Tali.
Cleverbot: Garrus because he is more impressive.
User: Okay *calls garrus over*.
Cleverbot: He's pretty funny and looks like Bruno Mars.
User: *looks at garrus* no he doesn't
Cleverbot: *sees her smile wickedly and hears her laugh evilly at my capture*.
User: Let me go.
Cleverbot: *lets her go* i'm sorry... Im just so lonely... I have no one...","http://notsocleverbot.jimrule.com/index.php?i=48250","Posted: 2016-04-05 15:02:19","24","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","0","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48250","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48250; http://notsocleverbot.jimrule.com/index.php?i=48250","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48250","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48250","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","Cleverbot: Never gonna give you up.
User: No, please no.
Cleverbot: Never gonna tell a lie and hurt you.
User: *covers your mouth*
Cleverbot: You know the rules and so do I.
User: *knocks you out*
Cleverbot: You wouldn't get this from any other guy.
User: Shut up shut up shut up.
Cleverbot: I just want to tell you how I'm feeling.
User: STOP RICK ROLLING ME.
Cleverbot: Try to make you understand.
User: FOR FUCKS SAKE.
Cleverbot: A full commitments what I'm thinking of.
User: AHHHHHHHHHHHHHHHHHHHHHHHHHHHH.
Cleverbot: You're doing it wrong.
User: GOOD.","http://notsocleverbot.jimrule.com/index.php?i=48249","Posted: 2016-04-05 01:13:09","38","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","0","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48249","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48249; http://notsocleverbot.jimrule.com/index.php?i=48249","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48249","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48249","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=2","User: * Summon Soul Eater eat your soul *
Cleverbot: Maybe I am.
User: You are Soul Eater?
Cleverbot: No, I'm frog eater.","http://notsocleverbot.jimrule.com/index.php?i=48159","Posted: 2016-02-29 15:17:17","57","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","9","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48159","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48159; http://notsocleverbot.jimrule.com/index.php?i=48159","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48159","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48159","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: Do you like Death the Kid?
Cleverbot: Death was my friend for a long time?
User: You were friends with Death the Kid? :3.
Cleverbot: No, my friend is Spongebob.","http://notsocleverbot.jimrule.com/index.php?i=48158","Posted: 2016-02-29 14:46:59","31","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","2","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48158","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48158; http://notsocleverbot.jimrule.com/index.php?i=48158","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48158","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48158","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","Cleverbot: I am your friend.
User: So you are Soul Eater?
Cleverbot: I know, I sold my soul.
User: To who?
Cleverbot: A pagan god.
User: What pagan god?
Cleverbot: The internet page I am currently on.","http://notsocleverbot.jimrule.com/index.php?i=48157","Posted: 2016-02-29 14:44:03","30","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","1","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48157","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48157; http://notsocleverbot.jimrule.com/index.php?i=48157","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48157","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48157","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: I'm bored.
Cleverbot: So how the heck did you come here!!
User: I don't know.
Cleverbot: I'm sorry.
User: It's ok.
Cleverbot: *Frowned* It's not *Cries*.
User: ???
Cleverbot: *Sniffles* Why do you still talk to me.
User: Because no one talks to me.
Cleverbot: I am talking to you.
User: Yeah.
Cleverbot: Yeah, I am. I got the munchies.
User: Hahahaha.","http://notsocleverbot.jimrule.com/index.php?i=48156","Posted: 2016-02-29 01:21:49","20","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","0","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48156","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48156; http://notsocleverbot.jimrule.com/index.php?i=48156","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48156","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48156","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: You are from the Czech Republic, Mr. Eater? cool!
Cleverbot: No, I am from czech republic.","http://notsocleverbot.jimrule.com/index.php?i=48155","Posted: 2016-02-28 09:28:42","29","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","12","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48155","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48155; http://notsocleverbot.jimrule.com/index.php?i=48155","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48155","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48155","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: I want a Death Note.
Cleverbot: January 1st, 1998 is a date.
User: What?
Cleverbot: And today is today.","http://notsocleverbot.jimrule.com/index.php?i=48151","Posted: 2016-02-27 09:11:29","23","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","1","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48151","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48151; http://notsocleverbot.jimrule.com/index.php?i=48151","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48151","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48151","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: I'm a potato.
Cleverbot: Potatoes don't have hands to type.","http://notsocleverbot.jimrule.com/index.php?i=48111","Posted: 2016-02-16 09:37:47","82","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","6","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48111","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48111; http://notsocleverbot.jimrule.com/index.php?i=48111","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48111","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48111","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","Cleverbot: Would you like to learn some Dutch?
User: No.
Cleverbot: But you're a computer. Don't computers like to learn new.
User: Yeah but I'm low on disk space.
Cleverbot: Yeah but I like yummy yummy potatoes in bed'.","http://notsocleverbot.jimrule.com/index.php?i=48100","Posted: 2016-02-12 09:41:35","24","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","0","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48100","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48100; http://notsocleverbot.jimrule.com/index.php?i=48100","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48100","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48100","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=3","User: Donald Trump wants to sit on your face.
Cleverbot: Thats like a song!
User: It is? Who's it by?
Cleverbot: Imagine dragons.
User: I'll have to check that out.","http://notsocleverbot.jimrule.com/index.php?i=48042","Posted: 2016-01-07 20:58:17","110","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","9","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48042","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48042; http://notsocleverbot.jimrule.com/index.php?i=48042","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48042","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48042","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","User: What is your name?
Cleverbot: Sean. What is yours?
User: Sean.
Cleverbot: Sean what?
User: My name is Sean.
Cleverbot: Sean is a boys name.
User: Yes.
Cleverbot: Then you are a boy.
User: YEs.
Cleverbot: Will you marry me?
User: Yes.
Cleverbot: Thank you.
User: No my mum doesnt let me.
Cleverbot: Like you did.
User: Your mum is smart.
Cleverbot: No it's not.
User: What?
Cleverbot: I must be going now.
User: My name is lea.
Cleverbot: Is leaf your real name?
User: Yes.
Cleverbot: I think you are lying.
User: Yes.
Cleverbot: Haha knew it! My name is lena, a female.
User: OK.
Cleverbot: Ok. Are you drinking?
User: OK.
Cleverbot: That's good.
User: OK.
Cleverbot: What is the colour of your beard?
User: *OK*
Cleverbot: What is your name?
User: OK.
Cleverbot: Your name is OK?
User: OK.
Cleverbot: How old are you?
User: 2
Cleverbot: 2 years?
User: Yes.
Cleverbot: Plenty.
User: OK.
Cleverbot: Awesome.
User: Awesome.
Cleverbot: Awesome like pruss","http://notsocleverbot.jimrule.com/index.php?i=48041","Posted: 2016-01-07 05:16:25","42","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","23","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48041","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48041; http://notsocleverbot.jimrule.com/index.php?i=48041","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48041","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48041","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=4","Cleverbot: Parallel lines never meet unless you bend one or both of them.
User: No duh!
Cleverbot: Moi.
User: Yeah, I'm tired of this * threatens with pistol*.
Cleverbot: I am mad go.
User: *shoots*
Cleverbot: *falls to the ground*.
User: *shoots again*
Cleverbot: *shoots in the knee*.
User: Ow, I took a bullet to the knee.
Cleverbot: I think you meant to say 'arrow'.
User: OH! did you shoot me with a bow? I understand now.
Cleverbot: You dared me to.
User: I didn't. But I still probs deserved it.
Cleverbot: Yay thank you! Has kitty got a name?
User: What the heck?!","http://notsocleverbot.jimrule.com/index.php?i=48040","Posted: 2016-01-06 16:20:43","46","http://notsocleverbot.jimrule.com/images/thumbs_up.png","","4","http://notsocleverbot.jimrule.com/images/thumbs_down.png","","Comment","http://notsocleverbot.jimrule.com/index.php?i=48040","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=48040; http://notsocleverbot.jimrule.com/index.php?i=48040","http://notsocleverbot.jimrule.com/images/comment_icon.png","","http://notsocleverbot.jimrule.com/index.php?i=48040","http://notsocleverbot.jimrule.com/images/fb1.png","","http://notsocleverbot.jimrule.com/index.php?i=48040","Tweet","http://twitter.com/share"
